a(chebi:10100)	partOf	complex(a(chebi:10100), p(hgnc:19679))	{"relation": "partOf"}
bp(go:0009123)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 293, "relation": "positiveCorrelation"}
bp(go:0009124)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 322, "relation": "positiveCorrelation"}
bp(go:0009126)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 319, "relation": "positiveCorrelation"}
bp(go:0009127)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 425, "relation": "positiveCorrelation"}
bp(go:0009141)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 295, "relation": "positiveCorrelation"}
bp(go:0009142)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 381, "relation": "positiveCorrelation"}
bp(go:0009144)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 294, "relation": "positiveCorrelation"}
bp(go:0009145)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 392, "relation": "positiveCorrelation"}
bp(go:0009152)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 414, "relation": "positiveCorrelation"}
bp(go:0009157)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 329, "relation": "positiveCorrelation"}
bp(go:0009161)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 331, "relation": "positiveCorrelation"}
bp(go:0009162)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 365, "relation": "positiveCorrelation"}
bp(go:0009165)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 343, "relation": "positiveCorrelation"}
bp(go:0009165)	negativeCorrelation	path(doid:0080600)	{"annotations": {}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 3. GO-term and KEGG pathway enrichment of down-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 580, "relation": "negativeCorrelation"}
bp(go:0009167)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 317, "relation": "positiveCorrelation"}
bp(go:0009168)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 426, "relation": "positiveCorrelation"}
bp(go:0009199)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 306, "relation": "positiveCorrelation"}
bp(go:0009201)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 412, "relation": "positiveCorrelation"}
bp(go:0009205)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 299, "relation": "positiveCorrelation"}
bp(go:0009206)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 386, "relation": "positiveCorrelation"}
bp(go:0009260)	positiveCorrelation	path(doid:0080600)	{"annotations": {"cl": {"2000001": true}}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 2. GO-term and KEGG pathway enrichment of up-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 436, "relation": "positiveCorrelation"}
bp(go:0009386)	decreases	path(mesh:D014777)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Translation attenuation has been widely observed as a defensive mechanism of the host cells against viral infection. By reducing the translation of viral proteins, virus replication is hampered and the spread of infection is limited, giving enough time for the immune system to initiate effective antiviral responses", "line": 235, "relation": "decreases"}
bp(go:0009386)	negativeCorrelation	bp(go:0019079)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Translation attenuation has been widely observed as a defensive mechanism of the host cells against viral infection. By reducing the translation of viral proteins, virus replication is hampered and the spread of infection is limited, giving enough time for the immune system to initiate effective antiviral responses", "line": 236, "relation": "negativeCorrelation"}
bp(go:0009451)	association	p(hgnc:18873)	{"annotations": {"mesh": {"D018352": true}}, "citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "For example, the nsp16 has been shown to utilize the 2\u2032-O-methyltransferase activity to modify coronavirus mRNAs, so as to evade from the cytosolic RNA sensor melanoma differentiation-associated protein 5 (MDA5) and type I IFN induction (Roth-Cross et al., 2008;Z\u00fcst et al., 2011).", "line": 258, "relation": "association"}
bp(go:0009451)	association	bp(go:0072641)	{"annotations": {"mesh": {"D018352": true}}, "citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "For example, the nsp16 has been shown to utilize the 2\u2032-O-methyltransferase activity to modify coronavirus mRNAs, so as to evade from the cytosolic RNA sensor melanoma differentiation-associated protein 5 (MDA5) and type I IFN induction (Roth-Cross et al., 2008;Z\u00fcst et al., 2011).", "line": 259, "relation": "association"}
bp(go:0009597)	positiveCorrelation	p(hgnc:11849)	{"annotations": {"mesh": {"D011992": true}}, "citation": {"authors": ["Cao QD", "Chen SD", "Guo YR", "Hong ZS", "Jin HJ", "Tan KS", "Tan YY", "Wang DY", "Yan Y"], "date": "2020-03-13", "db": "PubMed", "db_id": "32169119", "db_name": "Military Medical Research", "first": "Guo YR", "last": "Yan Y", "pages": "11", "volume": "7"}, "evidence": "Usually, Toll-like receptor (TLR) 3, TLR7, TLR8, and TLR9 sense viral RNA and DNA in the endosome [60, 61]. The viral RNA receptor retinoic-acid inducible gene I (RIG-I) [62], cytosolic receptor melanoma differentiation-associated gene 5 (MDA5) and nucleotidyl transferase cyclic GMP-AMP synthase (cGAS) [63] are responsible for the recognition of viral RNA and DNA in the cytoplasm.", "line": 123, "relation": "positiveCorrelation"}
bp(go:0009597)	positiveCorrelation	p(hgnc:15631)	{"annotations": {"mesh": {"D011992": true}}, "citation": {"authors": ["Cao QD", "Chen SD", "Guo YR", "Hong ZS", "Jin HJ", "Tan KS", "Tan YY", "Wang DY", "Yan Y"], "date": "2020-03-13", "db": "PubMed", "db_id": "32169119", "db_name": "Military Medical Research", "first": "Guo YR", "last": "Yan Y", "pages": "11", "volume": "7"}, "evidence": "Usually, Toll-like receptor (TLR) 3, TLR7, TLR8, and TLR9 sense viral RNA and DNA in the endosome [60, 61]. The viral RNA receptor retinoic-acid inducible gene I (RIG-I) [62], cytosolic receptor melanoma differentiation-associated gene 5 (MDA5) and nucleotidyl transferase cyclic GMP-AMP synthase (cGAS) [63] are responsible for the recognition of viral RNA and DNA in the cytoplasm.", "line": 124, "relation": "positiveCorrelation"}
